,0
2998,52
2999,43
3000,34
3001,32
3002,24
3003,34
3004,48
3005,38
3006,29
3007,41
3008,38
3009,71
3010,36
3011,30
3012,38
3013,81
3014,71
3015,64
3016,88
3017,79
3018,52
3019,47
3020,67
3021,67
3022,56
3023,51
3024,38
3025,36
3026,42
3027,30
3028,39
3029,53
3030,77
3031,57
3032,79
3033,73
3034,27
3035,20
3036,29
3037,39
3038,34
3039,48
3040,59
3041,76
3042,72
3043,42
3044,21
3045,55
3046,40
3047,51
3048,62
3049,55
3050,73
3051,33
3052,63
3053,15
3054,46
3055,43
3056,31
3057,46
3058,20
3059,74
3060,62
3061,55
3062,51
3063,69
3064,74
3065,40
3066,43
3067,45
3068,49
3069,59
3070,23
3071,52
3072,28
3073,50
3074,36
3075,29
3076,41
3077,38
3078,49
3079,47
3080,51
3081,67
3082,76
3083,58
3084,47
3085,39
3086,65
3087,76
3088,45
3089,78
3090,58
3091,58
3092,45
3093,43
3094,53
3095,48
3096,52
3097,48
3098,41
3099,32
3100,15
3101,29
3102,37
3103,5
3104,44
3105,49
3106,62
3107,70
3108,52
3109,21
3110,81
3111,38
3112,62
3113,83
3114,44
3115,67
3116,39
3117,71
3118,15
3119,28
3120,43
3121,45
3122,21
3123,17
3124,63
3125,56
3126,43
3127,48
3128,56
3129,55
3130,40
3131,31
3132,34
3133,38
3134,66
3135,27
3136,46
3137,53
3138,64
3139,47
3140,53
3141,52
3142,44
3143,42
3144,38
3145,26
3146,30
3147,56
3148,35
3149,26
3150,40
3151,60
3152,60
3153,41
3154,60
3155,49
3156,66
3157,49
3158,36
3159,68
3160,66
3161,54
3162,75
3163,76
3164,40
3165,19
3166,29
3167,25
3168,34
3169,75
3170,17
3171,42
3172,46
3173,38
3174,21
3175,69
3176,23
3177,54
3178,69
3179,48
3180,54
3181,26
3182,76
3183,9
3184,68
3185,60
3186,52
3187,66
3188,33
3189,79
3190,61
3191,57
3192,36
3193,44
3194,31
3195,37
3196,19
3197,39
3198,21
3199,66
3200,50
3201,28
3202,64
3203,79
3204,52
3205,36
3206,59
3207,41
3208,53
3209,47
3210,72
3211,47
3212,61
3213,60
3214,53
3215,57
3216,66
3217,38
3218,47
3219,46
3220,53
3221,59
3222,62
3223,41
3224,59
3225,66
3226,53
3227,82
3228,85
3229,41
3230,21
3231,29
3232,43
3233,34
3234,45
3235,51
3236,55
3237,60
3238,0
3239,21
3240,33
3241,60
3242,49
3243,57
3244,20
3245,48
3246,47
3247,68
3248,23
3249,51
3250,55
3251,30
3252,44
3253,37
3254,79
3255,65
3256,60
3257,42
3258,53
3259,62
3260,38
3261,42
3262,17
3263,50
3264,70
3265,2
3266,23
3267,24
3268,41
3269,71
3270,50
3271,34
3272,39
3273,43
3274,45
3275,48
3276,76
3277,77
3278,58
3279,77
3280,56
3281,73
3282,74
3283,42
3284,55
3285,44
3286,49
3287,39
3288,28
3289,50
3290,68
3291,41
3292,65
3293,46
3294,29
3295,21
3296,29
3297,33
3298,34
3299,47
3300,51
3301,76
3302,48
3303,49
3304,21
3305,62
3306,47
3307,55
3308,58
3309,26
3310,37
3311,18
3312,75
3313,12
3314,35
3315,33
3316,61
3317,59
3318,15
3319,63
3320,62
3321,39
3322,47
3323,57
3324,59
3325,38
3326,33
3327,31
3328,24
3329,56
3330,21
3331,32
3332,48
3333,48
3334,40
3335,56
3336,59
3337,38
3338,49
3339,52
3340,59
3341,57
3342,73
3343,51
3344,40
3345,69
3346,64
3347,79
3348,44
3349,73
3350,55
3351,72
3352,40
3353,42
3354,73
3355,56
3356,33
3357,57
3358,55
3359,32
3360,15
3361,29
3362,36
3363,20
3364,45
3365,48
3366,62
3367,62
3368,36
3369,21
3370,79
3371,40
3372,53
3373,90
3374,56
3375,62
3376,28
3377,73
3378,7
3379,68
3380,30
3381,0
3382,51
3383,65
3384,68
3385,56
3386,29
3387,39
3388,65
3389,75
3390,39
3391,19
3392,43
3393,38
3394,67
3395,26
3396,49
3397,61
3398,70
3399,51
3400,37
3401,56
3402,48
3403,46
3404,46
3405,34
3406,57
3407,19
3408,63
3409,40
3410,39
3411,47
3412,53
3413,46
3414,65
3415,42
3416,70
3417,46
3418,50
3419,65
3420,76
3421,59
3422,77
3423,76
3424,47
3425,18
3426,50
3427,38
3428,34
3429,75
3430,32
3431,38
3432,28
3433,54
3434,21
3435,54
3436,20
3437,58
3438,74
3439,26
3440,55
3441,26
3442,73
3443,12
3444,77
3445,43
3446,39
3447,46
3448,25
3449,77
3450,52
3451,45
3452,43
3453,66
3454,33
3455,31
3456,36
3457,32
3458,28
3459,49
3460,25
3461,37
3462,53
3463,58
3464,54
3465,45
3466,71
3467,33
3468,51
3469,53
3470,52
3471,54
3472,73
3473,46
3474,57
3475,57
3476,65
3477,45
3478,38
3479,36
3480,40
3481,41
3482,24
3483,60
3484,41
3485,63
3486,45
3487,63
3488,70
3489,31
3490,21
3491,29
3492,35
3493,34
3494,44
3495,60
3496,48
3497,44
3498,30
3499,21
3500,46
3501,20
3502,49
3503,60
3504,36
3505,46
3506,27
3507,69
3508,22
3509,58
3510,50
3511,46
3512,47
3513,44
3514,75
3515,75
3516,57
3517,50
3518,60
3519,69
3520,39
3521,42
3522,28
3523,56
3524,67
3525,34
3526,51
3527,66
3528,55
3529,67
3530,37
3531,32
3532,44
3533,54
3534,67
3535,52
3536,62
3537,73
3538,66
3539,73
3540,68
3541,74
3542,63
3543,43
3544,59
3545,60
3546,52
3547,46
3548,42
3549,20
3550,76
3551,51
3552,75
3553,70
3554,42
3555,18
3556,29
3557,33
3558,34
3559,45
3560,47
3561,68
3562,72
3563,42
3564,75
3565,65
3566,40
3567,55
3568,70
3569,55
3570,54
3571,69
3572,81
3573,11
3574,44
3575,47
3576,39
3577,50
3578,37
3579,76
3580,68
3581,36
3582,50
3583,73
3584,69
3585,39
3586,32
3587,40
3588,24
3589,67
3590,41
3591,53
3592,50
3593,61
3594,51
3595,26
3596,23
3597,39
3598,62
3599,39
3600,54
3601,50
3602,81
3603,58
3604,65
3605,67
3606,70
3607,77
3608,49
3609,76
3610,56
3611,61
3612,50
3613,59
3614,48
3615,65
3616,65
3617,58
3618,63
3619,37
3620,15
3621,29
3622,33
3623,34
3624,53
3625,56
3626,54
3627,65
3628,43
3629,28
3630,66
3631,53
3632,60
3633,72
3634,54
3635,65
3636,37
3637,74
3638,11
3639,34
3640,57
3641,55
3642,56
3643,28
3644,76
3645,51
3646,30
3647,45
3648,47
3649,57
3650,34
3651,28
3652,30
3653,23
3654,54
3655,32
3656,28
3657,66
3658,64
3659,58
3660,48
3661,19
3662,48
3663,38
3664,53
3665,24
3666,38
3667,46
3668,53
3669,23
3670,55
3671,63
3672,47
3673,39
3674,57
3675,60
3676,58
3677,50
3678,44
3679,64
3680,64
3681,58
3682,71
3683,60
3684,29
3685,15
3686,29
3687,64
3688,34
3689,81
3690,29
3691,47
3692,50
3693,45
3694,27
3695,76
3696,46
3697,55
3698,60
3699,67
3700,55
3701,30
3702,71
3703,33
3704,68
3705,50
3706,44
3707,52
3708,22
3709,72
3710,57
3711,44
3712,19
3713,41
3714,45
3715,36
3716,34
3717,33
3718,33
3719,53
3720,31
3721,40
3722,77
3723,83
3724,83
3725,46
3726,34
3727,47
3728,40
3729,45
3730,65
3731,62
3732,59
3733,32
3734,20
3735,45
3736,30
3737,48
3738,23
3739,58
3740,62
3741,59
3742,55
3743,45
3744,57
3745,72
3746,46
3747,72
3748,76
3749,42
3750,18
3751,24
3752,38
3753,34
3754,48
3755,51
3756,56
3757,46
3758,19
3759,17
3760,46
3761,32
3762,44
3763,59
3764,44
3765,70
3766,49
3767,66
3768,20
3769,40
3770,47
3771,42
3772,39
3773,37
3774,79
3775,62
3776,50
3777,50
3778,50
3779,45
3780,32
3781,41
3782,18
3783,29
3784,45
3785,44
3786,25
3787,55
3788,44
3789,76
3790,37
3791,12
3792,49
3793,56
3794,56
3795,68
3796,57
3797,68
3798,40
3799,59
3800,63
3801,74
3802,63
3803,35
3804,62
3805,44
3806,43
3807,39
3808,35
3809,37
3810,63
3811,41
3812,73
3813,47
3814,32
3815,19
3816,29
3817,43
3818,34
3819,44
3820,57
3821,64
3822,36
3823,34
3824,21
3825,65
3826,55
3827,57
3828,61
3829,50
3830,37
3831,25
3832,66
3833,13
3834,47
3835,63
3836,44
3837,36
3838,33
3839,70
3840,52
3841,40
3842,48
3843,67
3844,76
3845,46
3846,16
3847,37
3848,40
3849,58
3850,30
3851,41
3852,61
3853,53
3854,33
3855,32
3856,15
3857,64
3858,59
3859,59
3860,73
3861,73
3862,74
3863,56
3864,59
3865,77
3866,63
3867,71
3868,56
3869,71
3870,54
3871,72
3872,35
3873,46
3874,55
3875,65
3876,35
3877,70
3878,44
3879,56
3880,25
3881,29
3882,39
3883,34
3884,53
3885,47
3886,62
3887,64
3888,43
3889,21
3890,70
3891,60
3892,57
3893,79
3894,54
3895,54
3896,33
3897,68
3898,20
3899,45
3900,27
3901,55
3902,53
3903,51
3904,69
3905,64
3906,61
3907,42
3908,74
3909,75
3910,34
3911,29
3912,43
3913,38
3914,59
3915,32
3916,25
3917,52
3918,41
3919,47
3920,28
3921,48
3922,53
3923,73
3924,46
3925,55
3926,68
3927,64
3928,59
3929,56
3930,67
3931,66
3932,56
3933,45
3934,77
3935,55
3936,72
3937,51
3938,51
3939,61
3940,68
3941,57
3942,58
3943,67
3944,31
3945,15
3946,29
3947,49
3948,34
3949,79
3950,25
3951,47
3952,39
3953,32
3954,21
3955,65
3956,40
3957,67
3958,66
3959,50
3960,66
3961,33
3962,72
3963,22
3964,44
3965,68
3966,43
3967,56
3968,25
3969,71
3970,52
3971,67
3972,49
3973,55
3974,69
3975,41
3976,21
3977,29
3978,26
3979,44
3980,17
3981,28
3982,53
3983,55
3984,67
3985,36
3986,34
3987,36
3988,62
3989,47
3990,43
3991,36
3992,51
3993,33
3994,46
3995,48
3996,72
3997,59
3998,29
3999,76
4000,46
4001,53
4002,65
4003,40
4004,91
4005,74
4006,55
4007,87
4008,76
4009,43
4010,28
4011,0
4012,30
4013,34
4014,47
4015,53
4016,32
4017,30
4018,41
4019,21
4020,12
4021,40
4022,56
4023,74
4024,55
4025,62
4026,26
4027,68
4028,26
4029,39
4030,42
4031,50
4032,42
4033,35
4034,70
4035,62
4036,33
4037,41
4038,47
4039,42
4040,75
4041,14
4042,9
4043,35
4044,56
4045,36
4046,44
4047,58
4048,45
4049,52
4050,35
4051,41
4052,63
4053,64
4054,62
4055,46
4056,51
4057,68
4058,37
4059,52
4060,60
4061,74
4062,48
4063,42
4064,47
4065,80
4066,42
4067,43
4068,39
4069,73
4070,66
4071,47
4072,75
4073,78
4074,41
4075,24
4076,28
4077,36
4078,34
4079,48
4080,49
4081,56
4082,45
4083,27
4084,21
4085,57
4086,35
4087,49
4088,44
4089,46
4090,55
4091,59
4092,65
4093,15
4094,53
4095,47
4096,43
4097,43
4098,32
4099,70
4100,68
4101,47
4102,43
4103,56
4104,54
4105,42
4106,41
4107,37
4108,44
4109,28
4110,2
4111,37
4112,54
4113,43
4114,45
4115,51
4116,45
4117,39
4118,59
4119,67
4120,55
4121,54
4122,79
4123,46
4124,50
4125,53
4126,67
4127,70
4128,44
4129,30
4130,39
4131,35
4132,26
4133,35
4134,68
4135,29
4136,41
4137,64
4138,67
4139,31
4140,20
4141,29
4142,32
4143,34
4144,50
4145,57
4146,62
4147,62
4148,37
4149,21
4150,56
4151,20
4152,48
4153,47
4154,39
4155,67
4156,33
4157,60
4158,15
4159,51
4160,40
4161,45
4162,44
4163,31
4164,75
4165,71
4166,42
4167,49
4168,74
4169,59
4170,38
4171,24
4172,34
4173,28
4174,51
4175,41
4176,26
4177,43
4178,71
4179,71
4180,29
4181,34
4182,37
4183,77
4184,51
4185,69
4186,75
4187,69
4188,55
4189,52
4190,66
4191,63
4192,75
4193,43
4194,64
4195,59
4196,55
4197,32
4198,37
4199,27
4200,53
4201,63
4202,64
4203,48
4204,39
4205,14
4206,29
4207,40
4208,34
4209,46
4210,52
4211,61
4212,71
4213,34
4214,28
4215,74
4216,60
4217,61
4218,72
4219,37
4220,56
4221,28
4222,68
4223,24
4224,30
4225,33
4226,35
4227,48
4228,24
4229,69
4230,66
4231,37
4232,49
4233,58
4234,63
4235,37
4236,34
4237,36
4238,45
4239,66
4240,40
4241,36
4242,56
4243,63
4244,51
4245,26
4246,41
4247,41
4248,57
4249,59
4250,39
4251,44
4252,59
4253,61
4254,46
4255,69
4256,46
4257,59
4258,43
4259,83
4260,39
4261,65
4262,35
4263,48
4264,87
4265,70
4266,64
4267,84
4268,76
4269,28
4270,27
4271,29
4272,62
4273,34
4274,74
4275,34
4276,52
4277,58
4278,29
4279,21
4280,72
4281,42
4282,60
4283,68
4284,50
4285,57
4286,25
4287,69
4288,19
4289,30
4290,43
4291,64
4292,55
4293,20
4294,61
4295,34
4296,57
4297,41
4298,33
4299,68
4300,35
4301,42
4302,22
4303,32
4304,50
4305,33
4306,34
4307,62
4308,55
4309,60
4310,38
4311,23
4312,35
4313,62
4314,54
4315,54
4316,45
4317,59
4318,41
4319,20
4320,35
4321,30
4322,49
4323,28
4324,62
4325,51
4326,57
4327,30
4328,37
4329,46
